method,normalized_path,classification,success_events,failed_events,pages,actions,http_statuses,business_statuses,evidence_sources
POST,/admin/gameclass/list,ACTIVE,71,0,/agency-management/agency-statistical | /game/bet-orders | /gamev2/freespin-grants | /gamev2/freespin-import-logs | /gamev2/game-management | /gamev2/manufacturer-management | /gamev2/venue-settings | /home | /kyc | /logs/list | /member-center/list | /member-management/inviter-transfer-records | /member-management/vip-checkin-log | /member-management/vip-config | /member-management/vip-rewards | /operations/activity-expenditure-audit | /operations/activity-list | /operations/advertisement-tracking | /operations/client-config | /operations/daily-reports | /operations/friend-invite | /operations/home-sections | /operations/in-site-message | /operations/jackpot-board | /operations/mall-management | /operations/marquee-management | /operations/material-management | /operations/message-templates | /operations/ops-tools | /operations/recharge-template | /payment/betting-slip/list | /payment/channel-ordersV2 | /payment/recharge-card-orders/list | /payment/recharge-orders/list | /payment/transaction-orders | /payment/withdraw-orders/list | /promo-marketing/channels | /promo-marketing/effect-evaluation | /promo-marketing/first-deposit-daily-active | /promo-marketing/promotion-data | /promo-marketing/register-daily-active | /promo-marketing/statistical-reports | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /report-management/member-daily-game-stats | /report-management/member-daily-stats | /risk-control/dw-audit | /risk-control/risk-logs | /risk-control/temporary-restriction-list | /risk-control/up-down-score | /site-management/domain-management | /system/order-monitor | /system/role | /system/sms-otp | /system/staff | /whitelist/list | Bonus Log | Member / Member Detail | Member Detail | login,Apply registered filters via Query | Approved Order Count | Game Stats | Modify Configuration | Query | Reset | login flow | page initialization | 流水要求调整 → open game restriction tree,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
POST,/admin/kyc/approve,ACTIVE,2,0,KYC,Review OK - Approve Application | Review → Approve Application → OK,200,True | true,record-flow-kyc-page-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
POST,/admin/kyc/list,ACTIVE,4,0,/kyc,Query | Query exact this-run phone under review | Reset | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-kyc-page-action-endpoint.csv
POST,/admin/kyc/reject,ACTIVE,1,0,KYC,Review → Reject Application → OK,200,True,record-flow-member-write-action-endpoint.csv
POST,/admin/login,ACTIVE,1,0,login,login flow,200,True,fat-admin-endpoint-summary.csv
POST,/admin/login/auth,ACTIVE,1,0,login,login flow,200,True,fat-admin-endpoint-summary.csv
POST,/admin/marquee/add,ACTIVE,1,0,/operations/marquee-management,create,200,True,fat-admin-endpoint-summary.csv
POST,/admin/marquee/delete,ACTIVE,1,0,/operations/marquee-management,delete,200,True,fat-admin-endpoint-summary.csv
POST,/admin/marquee/update,ACTIVE,1,0,/operations/marquee-management,edit,200,True,fat-admin-endpoint-summary.csv
POST,/admin/member/become/agent,UNDOCUMENTED_ACTIVE,1,0,Member,Convert to Agent,200,True,record-flow-member-write-action-endpoint.csv
POST,/admin/member/deposit/multiple/update,ACTIVE,1,0,Member Detail,General recharge rate → Custom / Platform Configuration,200,True,record-flow-member-write-action-endpoint.csv
POST,/admin/member/limitation/state/update,ACTIVE,6,0,Member / Member Detail | Member Detail,Function Limitation: Bet Lock | Function Limitation: Bet Unlock / Restore | Function Limitation: Deposit Lock | Function Limitation: Deposit Restore | Function Limitation: Login Lock | Function Limitation: Login Unlock / Restore,200,True,record-flow-member-action-endpoint.csv | record-flow-member-write-action-endpoint.csv
POST,/admin/member/list,MISCLASSIFIED,24,0,/member-center/list | Member List,Query | Reset | member_list:Batch query bounded synthetic no-match | member_list:combined_filter:text_plus_enum | member_list:filter:Account Type:Regular Member | member_list:filter:Agent Qualification:Enabled | member_list:filter:Creation Time | member_list:filter:Deposit Count | member_list:filter:First deposit time | member_list:filter:KYC Status:Pending | member_list:filter:Last deposit time | member_list:filter:Last withdrawal time | member_list:filter:Lead Source:官方渠道 | member_list:filter:Level:Level 1 | member_list:filter:Member Status:Basic | member_list:filter:Phone Number | member_list:filter:Referrer Information:T1 | member_list:filter:Registration IP | member_list:filter:Restricted Status:Risk | member_list:filter:Superior Agent Phone | member_list:filter:邀请人:Has inviter | member_list:pagination:page_2 | member_list:pagination:page_size_change | page initialization,200,True | true,fat-admin-endpoint-summary.csv | member-list-a-action-endpoint.csv
POST,/admin/member/update,ACTIVE,2,0,Member,Risk Control | Unrisk Control,200,True,record-flow-member-write-action-endpoint.csv
POST,/admin/member/vip/level/manual/upgrade,ACTIVE,2,0,Member Detail,Manual Adjust VIP V0 to V1 | Manual Adjust VIP V1 to V0 restore,200,true,record-flow-member-write-action-endpoint.csv
POST,/admin/platform/search,ACTIVE,8,0,/gamev2/freespin-grants | /gamev2/game-management | /gamev2/manufacturer-management,2 | Apply registered filters via Query | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
POST,/admin/promo/task/list,UNDOCUMENTED_ACTIVE,5,0,/operations/activity-list | /operations/mall-management | Member / Member Detail | Token Wallet Transaction,Available Mall Tokens → View Token Wallet | Reset / Reset Data | Token Wallet Transaction | VIP Task Center | oken Transaction Summary,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
POST,/admin/record/bet,ACTIVE,14,0,/payment/betting-slip/list | Bet Details | Member / Member Detail,Apply registered filters via Query | Bet Details | Fishing | Live Casino | Lottery | Mini Games | Query | Query / 查 询 | Reset | Reset / Reset Data | Slot | Sports | Table Games | page initialization,200,True | true,fat-admin-endpoint-summary.csv | record-flow-member-action-endpoint.csv | record-flow-member-tab-readonly-action-endpoint.csv
POST,/admin/record/game,UNDOCUMENTED_ACTIVE,3,0,/game/bet-orders,Apply registered filters via Query | Query | Reset,200,True,fat-admin-endpoint-summary.csv
POST,/admin/user/list,UNDOCUMENTED_ACTIVE,12,0,/operations/activity-list | /system/staff,2 | 3 | 4 | 5 | 6 | Apply registered filters via Query | Limited-Time Event (Expired) | Query | Reset | page initialization,200,True,fat-admin-endpoint-summary.csv
