method,normalized_path,classification,documented_name,module,source_file,ui_observed,note
GET,/admin/promo/vip/daily/loss/list,DOCUMENTED_UNVERIFIED,每日负盈利活动记录-aliang,promo,后台/Vipv2/每日负盈利活动记录-aliang.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promo/vip/half/moon/export,DOCUMENTED_UNVERIFIED,半月礼金活动记录-导出-aliang,promo,后台/Vipv2/半月礼金活动记录-导出-aliang.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promo/vip/half/moon/list,DOCUMENTED_UNVERIFIED,半月礼金活动记录列表-aliang,promo,后台/Vipv2/半月礼金活动记录列表-aliang.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promo/vip/log/export,DOCUMENTED_UNVERIFIED,奖励表-导出-aliang,promo,后台/Vipv2/奖励表-导出-aliang.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promo/vip/log/list,ACTIVE,奖励表列表-aliang,promo,后台/Vipv2/奖励表列表-aliang.bru,YES,
GET,/admin/promo/vip/sign/in/export,DOCUMENTED_UNVERIFIED,每日签到导出,promo,后台/Vipv2/每日签到导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promo/vip/sign/in/list,ACTIVE,每日签到列表,promo,后台/Vipv2/每日签到列表.bru,YES,
GET,/admin/promotion_effect,DOCUMENTED_UNVERIFIED,推广效果评估,promo,后台/推广管理/推广效果评估.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promotion_first_deposit,DOCUMENTED_UNVERIFIED,首充日活分析,finance,后台/推广管理/首充日活分析.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promotion_register,DOCUMENTED_UNVERIFIED,注册日活分析,auth,后台/推广管理/注册日活分析.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/promotion_satistic,DOCUMENTED_UNVERIFIED,推广统计报表,report,后台/推广管理/推广统计报表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/rechargeCard/listForSelect,DOCUMENTED_UNVERIFIED,获取充值卡下拉列表-todo,other,后台/其它/获取充值卡下拉列表-todo.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/agency,ACTIVE,代理统计报表,report,后台/代理管理/代理统计报表.bru,YES,
GET,/admin/reports/agency/export,DOCUMENTED_UNVERIFIED,代理统计导出,report,后台/代理管理/代理统计导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/bi/basic,ACTIVE,首页BI,report,后台/报表/首页BI.bru,YES,
GET,/admin/reports/bi/gnode,DOCUMENTED_UNVERIFIED,首页,report,后台/集成后台参数/首页/首页.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/channel,ACTIVE,渠道日报表-sandy,report,后台/报表/渠道报表/渠道日报表-sandy.bru,YES,
GET,/admin/reports/channel/detail,DOCUMENTED_UNVERIFIED,渠道日报表明细-wesley,report,后台/报表/渠道报表/渠道日报表明细-wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/channel/detail/export,DOCUMENTED_UNVERIFIED,渠道日报表明细导出,report,后台/报表/渠道报表/渠道日报表明细导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/channel/export,DOCUMENTED_UNVERIFIED,渠道日报表导出,report,后台/报表/渠道报表/渠道日报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/game,DOCUMENTED_UNVERIFIED,游戏报表,game,后台/报表/游戏报表/游戏报表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/game/export,DOCUMENTED_UNVERIFIED,游戏报表导出,game,后台/报表/游戏报表/游戏报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/game/node,ACTIVE,游戏线路报表,game,后台/报表/游戏报表/游戏线路报表.bru,YES,
GET,/admin/reports/game/node/export,DOCUMENTED_UNVERIFIED,游戏线路报表导出,game,后台/报表/游戏报表/游戏线路报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/gameclass,DOCUMENTED_UNVERIFIED,游戏类型报表,game,后台/报表/游戏类型报表/游戏类型报表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/gameclass/export,DOCUMENTED_UNVERIFIED,游戏类型报表导出,game,后台/报表/游戏类型报表/游戏类型报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/gameclass/node,ACTIVE,游戏类型线路报表,game,后台/报表/游戏类型报表/游戏类型线路报表.bru,YES,
GET,/admin/reports/gameclass/node/export,DOCUMENTED_UNVERIFIED,游戏类型线路报表导出,game,后台/报表/游戏类型报表/游戏类型线路报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/gnode,DOCUMENTED_UNVERIFIED,业绩管理,report,后台/集成后台参数/接口管理/任务管理/业绩管理.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/invite,ACTIVE,邀请统计--列表,report,后台/报表管理/邀请统计--列表.bru,YES,
GET,/admin/reports/invite/detail,DOCUMENTED_UNVERIFIED,邀请统计--查看,report,后台/报表管理/邀请统计--查看.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/invite/detail/export,DOCUMENTED_UNVERIFIED,邀请统计--查看--导出,report,后台/报表管理/邀请统计--查看--导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/invite/export,DOCUMENTED_UNVERIFIED,邀请统计--导出,report,后台/报表管理/邀请统计--导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/member,ACTIVE,个人统计--列表,report,后台/报表管理/个人统计--列表.bru,YES,
GET,/admin/reports/member-daily-game/aggregate,ACTIVE,会员每日游戏报表--汇总列表,game,后台/报表管理/会员每日游戏报表--汇总列表.bru,YES,
GET,/admin/reports/member-daily-game/aggregate/export,DOCUMENTED_UNVERIFIED,会员每日游戏报表--汇总导出,game,后台/报表管理/会员每日游戏报表--汇总导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/member-daily-game/detail,DOCUMENTED_UNVERIFIED,会员每日游戏报表--每日明细,game,后台/报表管理/会员每日游戏报表--每日明细.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/member/detail,DOCUMENTED_UNVERIFIED,个人统计--查看,report,后台/报表管理/个人统计--查看.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/member/detail/export,DOCUMENTED_UNVERIFIED,个人统计--查看--导出,report,后台/报表管理/个人统计--查看--导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/member/export,DOCUMENTED_UNVERIFIED,个人统计--导出,report,后台/报表管理/个人统计--导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/platform,DOCUMENTED_UNVERIFIED,厂商业绩报表--yasser,report,后台/运营管理/厂商业绩报表--yasser.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/profit,DOCUMENTED_UNVERIFIED,平台业绩报表,report,后台/报表/首页BI/平台业绩报表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/profit/export,DOCUMENTED_UNVERIFIED,平台业绩报表导出,report,后台/报表/首页BI/平台业绩报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/provider/order/compare/daily,ACTIVE,列表,report,后台/报表/厂商注单对比日报/列表.bru,YES,
GET,/admin/reports/reg,DOCUMENTED_UNVERIFIED,新增用户报表,report,后台/报表/新增会员报表/新增用户报表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/reg/detail,DOCUMENTED_UNVERIFIED,新增用户详情报表,report,后台/报表/新增会员报表/新增用户详情报表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/reg/detail/export,DOCUMENTED_UNVERIFIED,新增用户详情报表导出,report,后台/报表/新增会员报表/新增用户详情报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/reg/export,DOCUMENTED_UNVERIFIED,新增用户报表导出,report,后台/报表/新增会员报表/新增用户报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/venue,DOCUMENTED_UNVERIFIED,厂商报表,game,后台/报表/游戏平台报表/厂商报表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/venue/export,DOCUMENTED_UNVERIFIED,厂商报表导出,game,后台/报表/游戏平台报表/厂商报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/reports/venue/node,ACTIVE,厂商线路报表,game,后台/报表/游戏平台报表/厂商线路报表.bru,YES,
GET,/admin/reports/venue/node/export,DOCUMENTED_UNVERIFIED,厂商线路报表导出,game,后台/报表/游戏平台报表/厂商线路报表导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/shop/gs/list,ACTIVE,门店列表,other,后台/运营管理/客户端管理/门店客户端/门店列表.bru,YES,
GET,/admin/sms/auth,DOCUMENTED_UNVERIFIED,短信验证码查看,auth,后台/短信发送列表/短信验证码查看.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/sms/conf/list,ACTIVE,短信配置,auth,后台/短信发送列表/短信配置.bru,YES,
GET,/admin/sms/list,ACTIVE,短信列表-seven,auth,后台/短信发送列表/短信列表-seven.bru,YES,
GET,/admin/superior/log,DOCUMENTED_UNVERIFIED,会员转线log,other,后台/会员列表/会员转线log.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/superior/one,DOCUMENTED_UNVERIFIED,代理查询,other,后台/会员列表/代理查询.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/sys/config/deposit/multiple/list,DOCUMENTED_UNVERIFIED,平台充值倍率列表-aliang,finance,后台/运营管理/客户端管理/平台倍率/平台充值倍率列表-aliang.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/sys/config/deposit/multiple/log,DOCUMENTED_UNVERIFIED,平台充值倍率异动记录-aliang,finance,后台/运营管理/客户端管理/平台倍率/平台充值倍率异动记录-aliang.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/todo/reminder,DOCUMENTED_UNVERIFIED,待办事项提示器-todo,other,后台/其它/待办事项提示器-todo.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/trd/list,DOCUMENTED_UNVERIFIED,列表,other,后台/运营管理/客户端管理/三方登录开关/列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/user/delete,DOCUMENTED_UNVERIFIED,后台删除账户-seven,other,后台/后台账号管理/后台删除账户-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/user/detail,DOCUMENTED_UNVERIFIED,后台账户详情-seven,other,后台/后台账号管理/后台账户详情-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/user/list,DOCUMENTED_UNVERIFIED,后台账户列表-seven,other,后台/后台账号管理/后台账户列表-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/vip/config/comparison,DOCUMENTED_UNVERIFIED,获取XP对照表,other,后台/Vipv2/获取XP对照表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/vip/config/listv2,ACTIVE,配置列表,other,后台/Vipv2/配置列表.bru,YES,
GET,/admin/vip/level/detail,DOCUMENTED_UNVERIFIED,VIP配置详情-todo,other,后台/VIP/VIP配置详情-todo.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/vip/level/list,DOCUMENTED_UNVERIFIED,VIP配置列表-todo,other,后台/VIP/VIP配置列表-todo.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/vip/level/range/detail,DOCUMENTED_UNVERIFIED,VIP等级区间详情-todo,other,后台/VIP/VIP等级区间详情-todo.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/vip/xp/export,DOCUMENTED_UNVERIFIED,导出xp成长日志 - felix,other,后台/VIP/导出xp成长日志 - felix.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/vip/xp/list,ACTIVE,xp成长日志 - felix,other,后台/VIP/xp成长日志 - felix.bru,YES,
GET,/admin/whiteList/delete,DOCUMENTED_UNVERIFIED,删除白名单 --yasser,other,后台/系统管理/白名单管理/删除白名单 --yasser.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/admin/whiteList/list,ACTIVE,白名单列表 --yasser,other,后台/系统管理/白名单管理/白名单列表 --yasser.bru,YES,
GET,/agency/finance/transaction/types,DOCUMENTED_UNVERIFIED,账变类型- wesley,finance,代理管理后台/财务管理/财务报表/账变类型- wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/agency/message/list,DOCUMENTED_UNVERIFIED,获取消息列表,other,代理后台/消息管理/获取消息列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/detail,DOCUMENTED_UNVERIFIED,后台账户详情-seven,other,代理管理后台/后台账号管理/后台账户详情-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/google/qrcode/info,DOCUMENTED_UNVERIFIED,获取谷歌令牌密钥-seven,other,代理管理后台/后台账号管理/获取谷歌令牌密钥-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/google/unbind,DOCUMENTED_UNVERIFIED,谷歌令牌解绑,other,代理管理后台/后台账号管理/谷歌令牌解绑.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/google/verify,DOCUMENTED_UNVERIFIED,谷歌令牌验证-seven,other,代理管理后台/后台账号管理/谷歌令牌验证-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/logout,DOCUMENTED_UNVERIFIED,后台登出,auth,代理管理后台/后台账号管理/后台登出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/me/detail,DOCUMENTED_UNVERIFIED,后台账户详情(当前登陆信息),other,代理管理后台/后台账号管理/后台账户详情(当前登陆信息).bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/sys/config/list,DOCUMENTED_UNVERIFIED,代理开关列表,other,代理管理后台/代理管理/代理设置/代理开关/代理开关列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/backend/agency/user/list,DOCUMENTED_UNVERIFIED,后台账户列表,other,代理管理后台/后台账号管理/后台账户列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/banner/delete,DOCUMENTED_UNVERIFIED,轮播图删除,other,合规/轮播图/轮播图删除.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/finance/deposit/list,DOCUMENTED_UNVERIFIED,充值记录-wesley,finance,合规/财务管理/财务记录/充值记录-wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/finance/payment/deposit/channels,DOCUMENTED_UNVERIFIED,支付渠道列表-cold,finance,合规/财务管理/财务记录/支付渠道列表-cold.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/finance/transaction/list,DOCUMENTED_UNVERIFIED,交易记录- wesley,finance,合规/交易管理/交易记录- wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/finance/transaction/types,DOCUMENTED_UNVERIFIED,账变类型- wesley,finance,合规/交易管理/账变类型- wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/finance/withdraw/list,DOCUMENTED_UNVERIFIED,提现记录-wesley,finance,合规/财务管理/财务记录/提现记录-wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/game/list,DOCUMENTED_UNVERIFIED,游戏列表,game,合规/游戏管理/游戏列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/game/transaction,DOCUMENTED_UNVERIFIED,game/transaction （fat）,finance,mx/game-transaction （fat）.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/group/list,DOCUMENTED_UNVERIFIED,角色列表 --yasser,permission,合规/系统管理/角色管理/角色列表 --yasser.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/kyc/detail,DOCUMENTED_UNVERIFIED,获取 kyc 详情 - owen,kyc,合规/kyc/获取 kyc 详情 - owen.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/kyc/pending/count,DOCUMENTED_UNVERIFIED,获取 kyc 待审批数量,kyc,合规/kyc/获取 kyc 待审批数量.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/logout,DOCUMENTED_UNVERIFIED,后台登出-seven,auth,合规/后台账号管理/后台登出-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/me/detail,DOCUMENTED_UNVERIFIED,后台账户详情(当前登陆信息)-seven,other,合规/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/member/export,DOCUMENTED_UNVERIFIED,数据导出 - seven/double,member,合规/会员列表/数据导出 - seven-double.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/member/list,DOCUMENTED_UNVERIFIED,会员列表 - seven/double,member,合规/会员列表/会员列表 - seven-double.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/member/log/list,DOCUMENTED_UNVERIFIED,会员登录日志-seven,member,合规/后台日志/会员登录日志-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/member/withdrawal/limit,DOCUMENTED_UNVERIFIED,提现限额,finance,合规/会员列表/提现限额.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/notify/audit/alarm,DOCUMENTED_UNVERIFIED,获取系统通知数量-wesley,other,合规/系统管理/通知中心/获取系统通知数量-wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/online/count,DOCUMENTED_UNVERIFIED,获取在线会员数,other,合规/在线用户/获取在线会员数.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/online/list,DOCUMENTED_UNVERIFIED,在线会员列表,other,合规/在线用户/在线会员列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/platform/list,DOCUMENTED_UNVERIFIED,场馆列表,other,合规/场馆管理/场馆列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/priv/by/group,DOCUMENTED_UNVERIFIED,角色权限列表,permission,合规/系统管理/权限管理/角色权限列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/priv/list,DOCUMENTED_UNVERIFIED,权限列表,permission,合规/系统管理/权限管理/权限列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/shop/list,DOCUMENTED_UNVERIFIED,门店列表,other,合规/门店/门店列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/user/delete,DOCUMENTED_UNVERIFIED,后台删除账户-seven,other,合规/后台账号管理/后台删除账户-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/user/detail,DOCUMENTED_UNVERIFIED,后台账户详情-seven,other,合规/后台账号管理/后台账户详情-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/user/list,DOCUMENTED_UNVERIFIED,后台账户列表-seven,other,合规/后台账号管理/后台账户列表-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/venue/list,DOCUMENTED_UNVERIFIED,厂商列表-light,other,合规/厂商管理/厂商列表-light.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/whiteList/delete,DOCUMENTED_UNVERIFIED,删除白名单 --yasser,other,合规/系统管理/白名单管理/删除白名单 --yasser.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/cmpl/whiteList/list,DOCUMENTED_UNVERIFIED,白名单列表 --yasser,other,合规/系统管理/白名单管理/白名单列表 --yasser.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/game/list,DOCUMENTED_UNVERIFIED,游戏列表,game,游戏集成平台/游戏管理/游戏列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/game/name/list,DOCUMENTED_UNVERIFIED,游戏名称列表,game,游戏集成平台/游戏管理/游戏名称列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/group/list,DOCUMENTED_UNVERIFIED,角色列表,game,游戏集成平台/系统管理/角色管理/角色列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/logout,DOCUMENTED_UNVERIFIED,后台登出-seven,auth,游戏集成平台/系统管理/用户管理/后台登出-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/me/detail,DOCUMENTED_UNVERIFIED,后台账户详情(当前登陆信息)-seven,game,游戏集成平台/系统管理/用户管理/后台账户详情(当前登陆信息)-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/member/export,DOCUMENTED_UNVERIFIED,玩家管理导出,game,游戏集成平台/商户管理/玩家管理导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/member/list,DOCUMENTED_UNVERIFIED,玩家管理,game,游戏集成平台/商户管理/玩家管理.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/merchant/list,DOCUMENTED_UNVERIFIED,商户列表,game,游戏集成平台/商户管理/商户列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/priv/by/group,DOCUMENTED_UNVERIFIED,角色权限列表,game,游戏集成平台/系统管理/角色管理/角色权限列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/priv/list,DOCUMENTED_UNVERIFIED,权限列表,game,游戏集成平台/系统管理/角色管理/权限列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/record/export,DOCUMENTED_UNVERIFIED,注单管理导出,game,游戏集成平台/商户管理/注单管理导出.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/report/bi,DOCUMENTED_UNVERIFIED,首页,game,游戏集成平台/首页.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/user/delete,DOCUMENTED_UNVERIFIED,后台删除账户-seven,game,游戏集成平台/系统管理/用户管理/后台删除账户-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/user/detail,DOCUMENTED_UNVERIFIED,后台账户详情-seven,game,游戏集成平台/系统管理/用户管理/后台账户详情-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/user/list,DOCUMENTED_UNVERIFIED,后台账户列表-seven,game,游戏集成平台/系统管理/用户管理/后台账户列表-seven.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/venue/list,DOCUMENTED_UNVERIFIED,厂商管理,game,游戏集成平台/游戏管理/厂商管理.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/platform/venue/name/list,DOCUMENTED_UNVERIFIED,厂商名称列表,game,游戏集成平台/游戏管理/厂商名称列表.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/sys/config/compliance/detail,DOCUMENTED_UNVERIFIED,合规化开关详情,other,后台/运营管理/客户端配置/合规化开关详情.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/sys/config/compliance/status,DOCUMENTED_UNVERIFIED,合规化开关状态,other,后台/运营管理/客户端配置/合规化开关状态.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
GET,/sys/config/list,DOCUMENTED_UNVERIFIED,系统配置列表 --wesley,other,后台/系统管理/系统配置/系统配置列表 --wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,"/OrderId           string          `json:""order_id""`           //销售订单ID",DOCUMENTED_UNVERIFIED,lazada订单-owen,finance,后台/财务管理/lazada订单-owen.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/ad/material/insert,DOCUMENTED_UNVERIFIED,新增素材,other,后台/运营管理/客户端管理/素材管理/新增素材.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/ad/material/list,ACTIVE,素材列表,other,后台/运营管理/客户端管理/素材管理/素材列表.bru,YES,
POST,/admin/ad/material/type/insert,DOCUMENTED_UNVERIFIED,新增素材种类,other,后台/运营管理/客户端管理/素材管理/新增素材种类.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/ad/material/type/update,DOCUMENTED_UNVERIFIED,编辑素材种类,other,后台/运营管理/客户端管理/素材管理/编辑素材种类.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/ad/material/type/update/state,DOCUMENTED_UNVERIFIED,更新素材种类状态,other,后台/运营管理/客户端管理/素材管理/更新素材种类状态.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/ad/material/update,DOCUMENTED_UNVERIFIED,编辑素材,other,后台/运营管理/客户端管理/素材管理/编辑素材.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/ad/material/update/state,DOCUMENTED_UNVERIFIED,更新素材状态或排序,other,后台/运营管理/客户端管理/素材管理/更新素材状态或排序.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/agency/audit/agree,DOCUMENTED_UNVERIFIED,代理审核同意-wesley,other,代理管理后台/代理管理/代理审核/代理审核同意-wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/agency/audit/reject,DOCUMENTED_UNVERIFIED,代理审核拒绝-wesley,other,代理管理后台/代理管理/代理审核/代理审核拒绝-wesley.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/banner/insert,DOCUMENTED_UNVERIFIED,新增轮播图,other,后台/轮播图-首页弹窗/新增轮播图.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/banner/list,ACTIVE,轮播图列表,other,后台/轮播图-首页弹窗/轮播图列表.bru,YES,
POST,/admin/banner/update,DOCUMENTED_UNVERIFIED,轮播图修改,other,后台/轮播图-首页弹窗/轮播图修改.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/banner/update/state,DOCUMENTED_UNVERIFIED,轮播图更新状态,other,后台/轮播图-首页弹窗/轮播图更新状态.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
POST,/admin/bonus/manual/send,DOCUMENTED_UNVERIFIED,手动发放礼金,promo,后台/活动/手动发放礼金 - felix.bru,NO,No STALE/REPLACED_BY decision without replacement or non-use evidence
