method,normalized_path,classification,success_events,failed_events,pages,actions,http_statuses,business_statuses,original_surface,original_module,original_name,original_source_file,evidence
GET,/admin/ad/material/platform/menu,ACTIVE,4,0,/operations/material-management,3 | 4 | Reset | page initialization,200,True,admin,other,素材管理支持的平台枚举,后台/运营管理/客户端管理/素材管理/素材管理支持的平台枚举.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/game/search,ACTIVE,496,1,/agency-management/agency-statistical | /game/bet-orders | /gamev2/freespin-grants | /gamev2/freespin-import-logs | /gamev2/game-management | /gamev2/manufacturer-management | /gamev2/venue-settings | /home | /kyc | /logs/list | /member-center/list | /member-management/inviter-transfer-records | /member-management/vip-checkin-log | /member-management/vip-config | /member-management/vip-rewards | /operations/activity-expenditure-audit | /operations/activity-list | /operations/advertisement-tracking | /operations/client-config | /operations/daily-reports | /operations/friend-invite | /operations/home-sections | /operations/in-site-message | /operations/jackpot-board | /operations/mall-management | /operations/marquee-management | /operations/material-management | /operations/message-templates | /operations/ops-tools | /operations/recharge-template | /payment/betting-slip/list | /payment/channel-ordersV2 | /payment/recharge-card-orders/list | /payment/recharge-orders/list | /payment/transaction-orders | /payment/withdraw-orders/list | /promo-marketing/channels | /promo-marketing/effect-evaluation | /promo-marketing/first-deposit-daily-active | /promo-marketing/promotion-data | /promo-marketing/register-daily-active | /promo-marketing/statistical-reports | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /report-management/member-daily-game-stats | /report-management/member-daily-stats | /risk-control/dw-audit | /risk-control/risk-logs | /risk-control/temporary-restriction-list | /risk-control/up-down-score | /site-management/domain-management | /system/order-monitor | /system/role | /system/sms-otp | /system/staff | /whitelist/list | login,2 | 287 | 3 | 4 | 5 | Apply registered filters via Query | Modify Configuration | Query | Reset | login flow | page initialization | •••,200,False | None | True,admin,game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/gameclass/list,ACTIVE,68,0,/agency-management/agency-statistical | /game/bet-orders | /gamev2/freespin-grants | /gamev2/freespin-import-logs | /gamev2/game-management | /gamev2/manufacturer-management | /gamev2/venue-settings | /home | /kyc | /logs/list | /member-center/list | /member-management/inviter-transfer-records | /member-management/vip-checkin-log | /member-management/vip-config | /member-management/vip-rewards | /operations/activity-expenditure-audit | /operations/activity-list | /operations/advertisement-tracking | /operations/client-config | /operations/daily-reports | /operations/friend-invite | /operations/home-sections | /operations/in-site-message | /operations/jackpot-board | /operations/mall-management | /operations/marquee-management | /operations/material-management | /operations/message-templates | /operations/ops-tools | /operations/recharge-template | /payment/betting-slip/list | /payment/channel-ordersV2 | /payment/recharge-card-orders/list | /payment/recharge-orders/list | /payment/transaction-orders | /payment/withdraw-orders/list | /promo-marketing/channels | /promo-marketing/effect-evaluation | /promo-marketing/first-deposit-daily-active | /promo-marketing/promotion-data | /promo-marketing/register-daily-active | /promo-marketing/statistical-reports | /report-management/game-platform-report/list | /report-management/game-reports/list | /report-management/game-types-report/list | /report-management/member-daily-game-stats | /report-management/member-daily-stats | /risk-control/dw-audit | /risk-control/risk-logs | /risk-control/temporary-restriction-list | /risk-control/up-down-score | /site-management/domain-management | /system/order-monitor | /system/role | /system/sms-otp | /system/staff | /whitelist/list | login,Apply registered filters via Query | Modify Configuration | Query | Reset | login flow | page initialization,200,True,admin,game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/kyc/list,ACTIVE,3,0,/kyc,Query | Reset | page initialization,200,True,admin,kyc,获取 kyc 列表 - double/owen,后台/kyc/获取 kyc 列表 - double-owen.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/login,ACTIVE,1,0,login,login flow,200,True,admin,auth,后端账号登陆-seven,后台/后台账号管理/后端账号登陆-seven.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/login/auth,ACTIVE,1,0,login,login flow,200,True,admin,auth,后端账号登陆（前置验证）-seven,后台/后台账号管理/后端账号登陆（前置验证）-seven.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/marquee/add,ACTIVE,1,0,/operations/marquee-management,create,200,True,admin,other,添加,后台/跑马灯/添加.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/marquee/delete,ACTIVE,1,0,/operations/marquee-management,delete,200,True,admin,other,删除,后台/跑马灯/删除.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/marquee/update,ACTIVE,1,0,/operations/marquee-management,edit,200,True,admin,other,修改/启用停止切换,后台/跑马灯/修改-启用停止切换.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/member/list,UNDOCUMENTED_ACTIVE,3,0,/member-center/list,Query | Reset | page initialization,200,True,,,,,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/platform/search,ACTIVE,8,0,/gamev2/freespin-grants | /gamev2/game-management | /gamev2/manufacturer-management,2 | Apply registered filters via Query | Query | Reset | page initialization,200,True,admin,game,+查询厂商列表-owen,后台/game管理/厂商管理/+查询厂商列表-owen.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/promo/task/list,UNDOCUMENTED_ACTIVE,2,0,/operations/activity-list | /operations/mall-management,VIP Task Center | oken Transaction Summary,200,True,,,,,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/record/bet,ACTIVE,11,0,/payment/betting-slip/list,Apply registered filters via Query | Fishing | Live Casino | Lottery | Mini Games | Query | Reset | Slot | Sports | Table Games | page initialization,200,True,admin,finance,游戏记录-wesley,后台/财务管理/注单管理/游戏记录-wesley.bru,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/record/game,UNDOCUMENTED_ACTIVE,3,0,/game/bet-orders,Apply registered filters via Query | Query | Reset,200,True,,,,,valid stage 2/3 UI Network; see page-action mapping
POST,/admin/user/list,UNDOCUMENTED_ACTIVE,12,0,/operations/activity-list | /system/staff,2 | 3 | 4 | 5 | 6 | Apply registered filters via Query | Limited-Time Event (Expired) | Query | Reset | page initialization,200,True,,,,,valid stage 2/3 UI Network; see page-action mapping
