path,bundle_referenced,documented,documented_methods,inventory_names,runtime_api_executed,http_status,business_status,classification,classification_basis
/admin/game/search/export,YES,YES,POST,+游戏列表查询-结果导出-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/game/update,YES,YES,POST,+游戏条目更新-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/game/update/compliance,YES,YES,POST,更新游戏合规状态-light/owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/game/update/state,YES,YES,POST,游戏更新状态,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/game/update/tags,YES,YES,POST,游戏设置排序标签,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/gameclass/insert,YES,YES,POST,+添加场馆记录-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/gameclass/list,YES,YES,POST,+查询场馆列表-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/gameclass/update,YES,YES,POST,+更新场馆记录-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/gamev2/manufacturer-list/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/gamev2/venue-settings/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/google/info,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/google/qrcode/info,YES,YES,GET,获取谷歌令牌密钥-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/google/secret/update,YES,YES,POST,绑定谷歌令牌-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/google/unbind,YES,YES,GET,谷歌令牌解绑,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/google/verify,YES,YES,GET,谷歌令牌验证-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/group/insert,YES,YES,POST,新增角色 --yasser,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/group/list,YES,YES,GET,角色列表 --yasser,YES,200,True,DOCUMENTED_REACHABLE,API probe succeeded; browser page trigger not yet observed
/admin/group/update,YES,YES,POST,更新角色--yasser | 权限列表保存,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/home/section/batch-upsert,YES,YES,POST,發佈,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/home/section/create,YES,YES,POST,新增自定义板块,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/home/section/detail,YES,YES,GET,详情,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/home/section/list,YES,YES,GET,列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/home/section/update,YES,YES,POST,更新基础分类板块 | 更新系统板块 | 更新自定义板块,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/hotBetNotice/config/detail,YES,YES,GET,爆彩设置查询,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/hotBetNotice/config/update,YES,YES,POST,爆彩设置更新,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/hotBetNotice/displayBlacklist/insert,YES,YES,POST,爆彩黑名单新增,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/hotBetNotice/displayBlacklist/list,YES,YES,GET,爆彩黑名单列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/hotBetNotice/displayBlacklist/remove,YES,YES,POST,爆彩黑名单删除,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/hotBetNotice/export,YES,YES,GET,爆彩列表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/hotBetNotice/list,YES,YES,GET,爆彩列表查询,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/approve,YES,YES,POST,kyc 审核通过 - double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/approved/count,YES,YES,GET,统计每天审核通过数量,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/config/edit,YES,YES,POST,ekyc配置编辑,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/config/info,YES,YES,GET,获取ekyc相关配置,YES,200,True,DOCUMENTED_REACHABLE,API probe succeeded; browser page trigger not yet observed
/admin/kyc/detail,YES,YES,GET,kyc详情 | 获取 kyc 详情 - double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/details,YES,YES,POST,uid数组查询详情页,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/edit,YES,YES,POST,ekyc编辑,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/ekyc/log,YES,YES,GET,异动记录,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/list,YES,YES,POST,获取 kyc 列表 - double/owen,YES,200,True,DOCUMENTED_REACHABLE,API probe succeeded; browser page trigger not yet observed
/admin/kyc/reject,YES,YES,POST,kyc 审核驳回 - double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/rejectFinal,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/kyc/update,YES,YES,POST,更新 kyc - double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/kyc/upload,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/log/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/log/list,YES,YES,GET,操作日志 | 日志-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/login,YES,YES,POST,后端账号登陆-seven,YES,200,True,DOCUMENTED_REACHABLE,API probe succeeded; browser page trigger not yet observed
/admin/login/auth,YES,YES,POST,后端账号登陆（前置验证）-seven,YES,200,True,DOCUMENTED_REACHABLE,API probe succeeded; browser page trigger not yet observed
/admin/logout,YES,YES,GET,后台登出-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/goods/export,YES,YES,GET,产品导出-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/goods/import,YES,YES,GET,产品导入-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/goods/insert,YES,YES,POST,新增商城商品-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/goods/list,YES,YES,GET,获取产品列表-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/goods/update,YES,YES,POST,更新商城商品-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/order/delivery,YES,YES,POST,手动发货-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/order/detail,YES,YES,GET,商城订单详情-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/order/export,YES,YES,GET,商城订单导出-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/order/list,YES,YES,GET,商城订单列表-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/mall/orders/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/mall/orders/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/marquee/add,YES,YES,POST,添加,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/marquee/delete,YES,YES,POST,删除,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/marquee/list,YES,YES,GET,列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/marquee/update,YES,YES,POST,修改/启用停止切换,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/me/detail,YES,YES,GET,后台账户详情(当前登陆信息)-seven,YES,200,True,DOCUMENTED_REACHABLE,API probe succeeded; browser page trigger not yet observed
/admin/member/become/agent,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/member/buyfeature/list,YES,YES,GET,会员购买免费旋转记录,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/buyfeature/state/set,YES,YES,POST,更新会员购买免费旋转记录,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/change/logs,YES,YES,GET,获取会员变更记录,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/deposit/multiple/log,YES,YES,GET,用户充值倍率调整日志列表-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/deposit/multiple/update,YES,YES,POST,用户充值倍率调整-aliang,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/detail,YES,YES,GET,会员详情 - seven/double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/exemption/insert,YES,YES,POST,豁免清单导入,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/exemption/list,YES,YES,GET,豁免清单列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/export,YES,YES,GET,数据导出 - seven/double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/insert,YES,YES,POST,新增会员 - seven/double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/limitation/state/info,YES,YES,GET,会员限制状态列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/limitation/state/update,YES,YES,POST,更新会员限制状态,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/list,YES,YES,GET,会员列表 - seven/double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/log/list,YES,YES,GET,会员登录日志-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/log/listv1,YES,YES,GET,会员登录日志v1,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/retrieve/password,YES,YES,POST,后台会员密码otp重置,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/risk/log,YES,YES,GET,风控日志,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/risk/update,YES,YES,POST,风控调整,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/turnover/clear,YES,YES,POST,会员流水清理-light,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/unbind,YES,YES,POST,三方账号解绑,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/unblock,YES,YES,POST,block解封,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/update,YES,YES,POST,更新会员 - seven/double,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/update/password,YES,YES,POST,重置会员密码,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/vip/level/list,YES,YES,GET,会员vip等级记录,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/member/vip/level/manual/upgrade,YES,YES,POST,会员vip手动升级,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/export,YES,YES,GET,站内信导出-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/list,YES,YES,GET,已阅读名单-todo | 获取消息列表-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/reads,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/message/revoke,YES,YES,POST,撤销站内信-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/send,YES,YES,POST,发送站内信消息 | 发送站内信消息-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/templates/export,YES,YES,GET,消息模板导出-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/templates/list,YES,YES,GET,获取消息模板列表-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/templates/update,YES,YES,POST,更新消息模板-todo,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/message/user/list,YES,YES,GET,更新用户列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/notify/audit/alarm,YES,YES,GET,获取系统通知数量-wesley/owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/ops-tools/first-deposit-no-second/export,YES,YES,GET,首存未二存,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/ops-tools/turnover/export,YES,YES,GET,首存导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/platform/gametype,YES,YES,GET,获取厂商支持的场馆,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/platform/insert,YES,YES,POST,+添加厂商记录-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/platform/list,YES,YES,POST,场馆列表-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/platform/search,YES,YES,POST,+查询厂商列表-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/platform/update,YES,YES,POST,+更新厂商记录-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/platform/update/state,YES,YES,POST,场馆更新状态-owen,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/priv/by/group,YES,YES,GET,角色权限列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/priv/check,YES,YES,GET,权限检查,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/priv/list,YES,YES,GET,权限列表,YES,200,True,DOCUMENTED_REACHABLE,API probe succeeded; browser page trigger not yet observed
/admin/promo/bonus/export,YES,YES,GET,导出礼金明细 - felix,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/bonus/list,YES,YES,GET,礼金明细 - felix,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/cq9/bonus/export,YES,YES,GET,导出礼金明细-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/cq9/bonus/list,YES,YES,GET,礼金明细-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/deposit/bonus/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/deposit/bonus/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/deposit/first/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/deposit/first/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/deposit/repeatedly/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/deposit/repeatedly/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/deposit/restore/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/deposit/restore/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/export,YES,YES,GET,导出活动列表 - felix,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/flip/card/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/flip/card/report,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/free/spin/detail,YES,YES,GET,详情,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/export,YES,YES,GET,导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/import,YES,YES,POST,批量派发,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/import/export,YES,YES,GET,失败清单下载,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/import/fail,YES,YES,GET,失败明细,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/import/log,YES,YES,GET,fs批量派发记录,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/insert,YES,YES,POST,手动派发,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/invalid,YES,YES,POST,作废,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/list,YES,YES,GET,列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/free/spin/synchronous,YES,YES,GET,同步,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/base/export,YES,YES,GET,基础奖励数据导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/base/list,YES,YES,GET,邀请基础奖励列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/commission/export,YES,YES,GET,结算佣金奖励导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/commission/list,YES,YES,GET,结算佣金列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/config/info,YES,YES,GET,获取配置信息,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/config/update,YES,YES,POST,保存配置信息,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/friends/transfer,YES,YES,POST,好友转线,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/friends/transfer/export,YES,YES,GET,好友转线导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/friends/transfer/list,YES,YES,GET,好友转线列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/statistics/export,YES,YES,GET,派发佣金统计导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/statistics/list,YES,YES,GET,派发佣金统计列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/upgrade/export,YES,YES,GET,里程碑奖励导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/invite/upgrade/list,YES,YES,GET,邀请里程碑奖励列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/list,YES,YES,GET,活动列表 - felix,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/login/bonus/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/login/bonus/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/task/insert,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/task/record/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/task/record/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/user/clear,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/user/record/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/user/record/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/user/win/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/lottery/user/win/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/pt/export,YES,YES,GET,导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/pt/list,YES,YES,GET,列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/rebate/rebat/export,YES,YES,GET,返水列表导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/rebate/rebat/report,YES,YES,GET,返水列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/rotate/bet/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/bet/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/deposit/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/deposit/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/kyc/export,YES,YES,GET,导出,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/rotate/kyc/list,YES,YES,GET,列表,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/rotate/reg/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/reg/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/telemarketing/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/telemarketing/import,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/rotate/telemarketing/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/slot/machine/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/slot/machine/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/super/login/bonus/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/super/login/bonus/list,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/task/all,YES,YES,GET,任务清单(账变)-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/task/export,YES,YES,GET,任务中心导出-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/task/insert,YES,YES,POST,新增任务-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/task/list,YES,YES,GET,任务中心列表-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/task/transaction,YES,YES,GET,任务奖金列表-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/task/transaction/export,YES,YES,GET,任务奖励列表导出-seven,NO,,,DOCUMENTED_UNVERIFIED,Referenced by current FAT bundle; not executed from UI
/admin/promo/task/update,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
/admin/promo/tpg/bonus/export,YES,NO,,,NO,,,UNDOCUMENTED_CANDIDATE,Referenced by current FAT bundle; absent from inventory; not executed from UI
